QTPy channel,Samples averaged,ADC code,QTPy identifier
AI4,2000,32457.6,24ec4a1dc2b8
AI5,2000,32463.3,24ec4a1dc2b8
AI6,2000,32463.4,24ec4a1dc2b8
AI7,2000,32836.3,24ec4a1dc2b8
AI0,1,32926.0,24ec4a1dc2b8
AI1,1,32688.0,24ec4a1dc2b8
AI2,1,32529.0,24ec4a1dc2b8
AI3,1,32449.0,24ec4a1dc2b8
AI4,1,32449.0,24ec4a1dc2b8
AI5,1,32449.0,24ec4a1dc2b8
AI6,1,32529.0,24ec4a1dc2b8
AI7,1,32926.0,24ec4a1dc2b8
AI0,10,32852.4,24ec4a1dc2b8
AI1,10,32846.4,24ec4a1dc2b8
AI2,10,32306.4,24ec4a1dc2b8
AI3,10,32421.4,24ec4a1dc2b8
AI4,10,32594.3,24ec4a1dc2b8
AI5,10,32493.0,24ec4a1dc2b8
AI6,10,32455.2,24ec4a1dc2b8
AI7,10,32836.3,24ec4a1dc2b8
AI0,20,32877.0,24ec4a1dc2b8
AI1,20,32846.3,24ec4a1dc2b8
AI2,20,32463.1,24ec4a1dc2b8
AI3,20,32484.0,24ec4a1dc2b8
AI4,20,32428.5,24ec4a1dc2b8
AI5,20,32463.1,24ec4a1dc2b8
AI6,20,32413.6,24ec4a1dc2b8
AI7,20,32849.3,24ec4a1dc2b8
AI0,50,32814.7,24ec4a1dc2b8
AI1,50,32839.2,24ec4a1dc2b8
AI2,50,32444.5,24ec4a1dc2b8
AI3,50,32457.6,24ec4a1dc2b8
AI4,50,32465.2,24ec4a1dc2b8
AI5,50,32439.0,24ec4a1dc2b8
AI6,50,32456.4,24ec4a1dc2b8
AI7,50,32841.5,24ec4a1dc2b8
AI0,100,32837.4,24ec4a1dc2b8
AI1,100,32826.9,24ec4a1dc2b8
AI2,100,32441.3,24ec4a1dc2b8
AI3,100,32452.5,24ec4a1dc2b8
AI4,100,32449.8,24ec4a1dc2b8
AI5,100,32474.9,24ec4a1dc2b8
AI6,100,32459.6,24ec4a1dc2b8
AI7,100,32812.8,24ec4a1dc2b8
AI0,200,32814.3,24ec4a1dc2b8
AI1,200,32815.2,24ec4a1dc2b8
AI2,200,32447.2,24ec4a1dc2b8
AI3,200,32450.9,24ec4a1dc2b8
AI4,200,32455.3,24ec4a1dc2b8
AI5,200,32462.4,24ec4a1dc2b8
AI6,200,32465.4,24ec4a1dc2b8
AI7,200,32838.6,24ec4a1dc2b8
AI0,500,32840.1,24ec4a1dc2b8
AI1,500,32832.9,24ec4a1dc2b8
AI2,500,32451.8,24ec4a1dc2b8
AI3,500,32441.8,24ec4a1dc2b8
AI4,500,32467.0,24ec4a1dc2b8
AI5,500,32453.6,24ec4a1dc2b8
AI6,500,32465.3,24ec4a1dc2b8
AI7,500,32823.0,24ec4a1dc2b8
AI0,1000,32839.6,24ec4a1dc2b8
AI1,1000,32833.4,24ec4a1dc2b8
AI2,1000,32452.3,24ec4a1dc2b8
AI3,1000,32456.0,24ec4a1dc2b8
AI4,1000,32461.6,24ec4a1dc2b8
AI5,1000,32459.4,24ec4a1dc2b8
AI6,1000,32464.1,24ec4a1dc2b8
AI7,1000,32828.9,24ec4a1dc2b8
AI0,2000,32827.5,24ec4a1dc2b8
AI1,2000,32823.8,24ec4a1dc2b8
AI2,2000,32454.3,24ec4a1dc2b8
AI3,2000,32458.6,24ec4a1dc2b8
AI4,2000,32470.1,24ec4a1dc2b8
AI5,2000,32460.8,24ec4a1dc2b8
AI6,2000,32461.4,24ec4a1dc2b8
AI7,2000,32830.1,24ec4a1dc2b8
AI0,1,32747.0,24ec4a1dc2b8
AI1,1,32866.0,24ec4a1dc2b8
AI2,1,32251.0,24ec4a1dc2b8
AI3,1,32310.0,24ec4a1dc2b8
AI4,1,32747.0,24ec4a1dc2b8
AI5,1,32330.0,24ec4a1dc2b8
AI6,1,32271.0,24ec4a1dc2b8
AI7,1,32846.0,24ec4a1dc2b8
AI0,10,32872.1,24ec4a1dc2b8
AI1,10,32765.0,24ec4a1dc2b8
AI2,10,32363.9,24ec4a1dc2b8
AI3,10,32479.0,24ec4a1dc2b8
AI4,10,32465.1,24ec4a1dc2b8
AI5,10,32481.0,24ec4a1dc2b8
AI6,10,32320.0,24ec4a1dc2b8
AI7,10,32800.8,24ec4a1dc2b8
AI0,20,32820.6,24ec4a1dc2b8
AI1,20,32868.1,24ec4a1dc2b8
